Date;Produit;Region;Valeur
05/02/2022;COURGETTES;Casablanca-Settat;3
05/02/2022;MANGUES;Casablanca-Settat;23
05/02/2022;CONCOMBRES;Casablanca-Settat;5.5
05/02/2022;PIMENTS;Casablanca-Settat;12
05/02/2022;AVOCATS;Casablanca-Settat;13
05/02/2022;FEVES SECHES;Casablanca-Settat;10
05/02/2022;HARICOT SECS;Casablanca-Settat;16
05/02/2022;POIVRONS VERTS;Casablanca-Settat;5.5
05/02/2022;BANANES IMPORTES;Casablanca-Settat;15
05/02/2022;MAùS IMPORTê;Casablanca-Settat;4
05/02/2022;CHOUX POMMES;Casablanca-Settat;3
05/02/2022;POIS CHICHE;Casablanca-Settat;15
05/02/2022;OIGNONS SECS;Casablanca-Settat;3.5
05/02/2022;ORGE LOCALE;Casablanca-Settat;4.2
05/02/2022;PAPAYA;Casablanca-Settat;7.5
05/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.3
05/02/2022;KIWI;Casablanca-Settat;25
05/02/2022;HARICOTS VERTS;Casablanca-Settat;15
05/02/2022;AUBERGINES;Casablanca-Settat;4.5
05/02/2022;CHOUX FLEURS;Casablanca-Settat;3.33
05/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;2.8
05/02/2022;BLE TENDRE;Casablanca-Settat;4
05/02/2022;COINGS;Casablanca-Settat;5.5
05/02/2022;POMMES LOCALES;Casablanca-Settat;8.5
05/02/2022;KAKI;Casablanca-Settat;19
05/02/2022;LENTILLES;Casablanca-Settat;13
05/02/2022;POMMES IMPORTES;Casablanca-Settat;21
05/02/2022;BLE DUR;Casablanca-Settat;5.8
05/02/2022;TOMATES;Casablanca-Settat;3.33
05/02/2022;ARTICHAUTS;Casablanca-Settat;5.5
05/02/2022;PETITS POIS VERTS;Casablanca-Settat;10
05/02/2022;CITRONS;Casablanca-Settat;3.3
05/02/2022;MAùS LOCALE;Casablanca-Settat;5
05/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.62
04/02/2022;DATTES BOUFEGOUSS;Casablanca-Settat;70
04/02/2022;ORGE IMPORTEE;Casablanca-Settat;3.8
04/02/2022;DATTES BOUSTHAMI;Casablanca-Settat;30
03/02/2022;MAùS LOCALE;Casablanca-Settat;4
03/02/2022;AVOCATS;Casablanca-Settat;12
03/02/2022;AUBERGINES;Casablanca-Settat;4.5
03/02/2022;KIWI;Casablanca-Settat;26
03/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.8
03/02/2022;PIMENTS;Casablanca-Settat;11
03/02/2022;BANANES LOCALES;Casablanca-Settat;6.25
03/02/2022;MANGUES;Casablanca-Settat;22
03/02/2022;COINGS;Casablanca-Settat;6
03/02/2022;FRAISES;Casablanca-Settat;22.5
03/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.3
03/02/2022;CHOUX FLEURS;Casablanca-Settat;3
03/02/2022;CHOUX POMMES;Casablanca-Settat;3.3
03/02/2022;FEVES SECHES;Casablanca-Settat;7.5
03/02/2022;MAùS IMPORTê;Casablanca-Settat;3.6
03/02/2022;BLE TENDRE;Casablanca-Settat;3.5
03/02/2022;CITRONS;Casablanca-Settat;3
03/02/2022;LENTILLES;Casablanca-Settat;8.5
03/02/2022;ARTICHAUTS;Casablanca-Settat;5
03/02/2022;HARICOT SECS;Casablanca-Settat;15
03/02/2022;POMMES LOCALES;Casablanca-Settat;9
03/02/2022;POMMES IMPORTES;Casablanca-Settat;21
03/02/2022;ORGE LOCALE;Casablanca-Settat;3.5
03/02/2022;POIS CHICHE;Casablanca-Settat;11
03/02/2022;BANANES IMPORTES;Casablanca-Settat;15
03/02/2022;POIVRONS VERTS;Casablanca-Settat;5
03/02/2022;COURGETTES;Casablanca-Settat;2.8
03/02/2022;CAROTTES;Casablanca-Settat;2.5
03/02/2022;ORANGES;Casablanca-Settat;3
03/02/2022;NAVETS;Casablanca-Settat;4.2
03/02/2022;TOMATES;Casablanca-Settat;3.16
03/02/2022;PAPAYA;Casablanca-Settat;9
03/02/2022;OIGNONS SECS;Casablanca-Settat;4
03/02/2022;FEVES VERTES;Casablanca-Settat;3.5
03/02/2022;OIGNONS FRAIS;Casablanca-Settat;2
03/02/2022;ORGE IMPORTEE;Casablanca-Settat;2
03/02/2022;BLE DUR;Casablanca-Settat;4.25
03/02/2022;CONCOMBRES;Casablanca-Settat;5.5
03/02/2022;KAKI;Casablanca-Settat;18
03/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.5
03/02/2022;FEVEROLES;Casablanca-Settat;6.5
03/02/2022;PETITS POIS VERTS;Casablanca-Settat;11
03/02/2022;CLEMENTINES;Casablanca-Settat;4.25
03/02/2022;PETITS POIS SECS;Casablanca-Settat;8
03/02/2022;HARICOTS VERTS;Casablanca-Settat;13
02/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.4
02/02/2022;KIWI;Casablanca-Settat;26
02/02/2022;KAKI;Casablanca-Settat;19
02/02/2022;POMMES IMPORTES;Casablanca-Settat;20
02/02/2022;CAROTTES;Casablanca-Settat;2.8
02/02/2022;CHOUX FLEURS;Casablanca-Settat;2.66
02/02/2022;PIMENTS;Casablanca-Settat;10
02/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.38
02/02/2022;COINGS;Casablanca-Settat;5.75
02/02/2022;FEVES VERTES;Casablanca-Settat;3
02/02/2022;OIGNONS FRAIS;Casablanca-Settat;1.8
02/02/2022;CLEMENTINES;Casablanca-Settat;3.8
02/02/2022;PETITS POIS VERTS;Casablanca-Settat;9
02/02/2022;BANANES LOCALES;Casablanca-Settat;6.5
02/02/2022;CONCOMBRES;Casablanca-Settat;5
02/02/2022;BANANES IMPORTES;Casablanca-Settat;11.5
02/02/2022;NAVETS;Casablanca-Settat;4
02/02/2022;TOMATES;Casablanca-Settat;3.33
02/02/2022;COURGETTES;Casablanca-Settat;2.5
02/02/2022;POIVRONS VERTS;Casablanca-Settat;4.5
02/02/2022;ORANGES;Casablanca-Settat;3.3
02/02/2022;OIGNONS SECS;Casablanca-Settat;3.8
02/02/2022;CHOUX POMMES;Casablanca-Settat;3
02/02/2022;POMMES LOCALES;Casablanca-Settat;8.5
02/02/2022;HARICOTS VERTS;Casablanca-Settat;12
02/02/2022;PAPAYA;Casablanca-Settat;8
02/02/2022;AUBERGINES;Casablanca-Settat;4
02/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.5
02/02/2022;AVOCATS;Casablanca-Settat;11.5
02/02/2022;ARTICHAUTS;Casablanca-Settat;5.5
02/02/2022;FRAISES;Casablanca-Settat;22.5
02/02/2022;MANGUES;Casablanca-Settat;21
02/02/2022;CITRONS;Casablanca-Settat;3
01/02/2022;FEVES SECHES;Casablanca-Settat;7.5
01/02/2022;LENTILLES;Casablanca-Settat;9
01/02/2022;PETITS POIS SECS;Casablanca-Settat;7.5
01/02/2022;POIS CHICHE;Casablanca-Settat;12
01/02/2022;ORGE LOCALE;Casablanca-Settat;3.5
01/02/2022;MAùS LOCALE;Casablanca-Settat;4
01/02/2022;BLE DUR;Casablanca-Settat;4
01/02/2022;MAùS IMPORTê;Casablanca-Settat;3.5
01/02/2022;BLE TENDRE;Casablanca-Settat;3.5
01/02/2022;ORGE IMPORTEE;Casablanca-Settat;2
31/01/2022;CHOUX FLEURS;Casablanca-Settat;3
31/01/2022;CHOUX POMMES;Casablanca-Settat;3
31/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.3
31/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.38
31/01/2022;DATTES BOUFEGOUSS;Casablanca-Settat;80
31/01/2022;CAROTTES;Casablanca-Settat;2
31/01/2022;POIVRONS VERTS;Casablanca-Settat;5.5
31/01/2022;POMMES IMPORTES;Casablanca-Settat;21
31/01/2022;HARICOTS VERTS;Casablanca-Settat;15
31/01/2022;COURGETTES;Casablanca-Settat;2.5
31/01/2022;POMMES LOCALES;Casablanca-Settat;8
31/01/2022;FEVES VERTES;Casablanca-Settat;3
31/01/2022;CLEMENTINES;Casablanca-Settat;4
31/01/2022;COINGS;Casablanca-Settat;5.5
31/01/2022;CITRONS;Casablanca-Settat;3
31/01/2022;PIMENTS;Casablanca-Settat;10
31/01/2022;CONCOMBRES;Casablanca-Settat;5.5
31/01/2022;FEVEROLES;Casablanca-Settat;6
31/01/2022;AVOCATS;Casablanca-Settat;12
31/01/2022;FEVES SECHES;Casablanca-Settat;7
31/01/2022;MAùS IMPORTê;Casablanca-Settat;4
31/01/2022;BLE TENDRE;Casablanca-Settat;3.6
31/01/2022;BLE DUR;Casablanca-Settat;6
31/01/2022;ORGE LOCALE;Casablanca-Settat;3.7
31/01/2022;ORGE IMPORTEE;Casablanca-Settat;3.8
31/01/2022;MAùS LOCALE;Casablanca-Settat;3.7
31/01/2022;DATTES BOUSTHAMI;Casablanca-Settat;30
31/01/2022;POIS CHICHE;Casablanca-Settat;14
31/01/2022;BANANES LOCALES;Casablanca-Settat;6.5
31/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.2
31/01/2022;AUBERGINES;Casablanca-Settat;5
31/01/2022;DATTES MAJHOUL;Casablanca-Settat;110
31/01/2022;ARTICHAUTS;Casablanca-Settat;5
31/01/2022;BANANES IMPORTES;Casablanca-Settat;11.5
31/01/2022;LENTILLES;Casablanca-Settat;16
31/01/2022;PAPAYA;Casablanca-Settat;9
31/01/2022;HARICOT SECS;Casablanca-Settat;16
31/01/2022;TOMATES;Casablanca-Settat;3.33
31/01/2022;PETITS POIS SECS;Casablanca-Settat;10
31/01/2022;KIWI;Casablanca-Settat;26
31/01/2022;OIGNONS FRAIS;Casablanca-Settat;2
31/01/2022;MANGUES;Casablanca-Settat;22
31/01/2022;KAKI;Casablanca-Settat;19
31/01/2022;NAVETS;Casablanca-Settat;4
31/01/2022;ORANGES;Casablanca-Settat;3
31/01/2022;PETITS POIS VERTS;Casablanca-Settat;9
31/01/2022;OIGNONS SECS;Casablanca-Settat;3.5
31/01/2022;FRAISES;Casablanca-Settat;22.5
29/01/2022;MAùS IMPORTê;Casablanca-Settat;4
29/01/2022;BLE TENDRE;Casablanca-Settat;4
29/01/2022;LENTILLES;Casablanca-Settat;14
29/01/2022;ORGE LOCALE;Casablanca-Settat;4
29/01/2022;FEVEROLES;Casablanca-Settat;6
29/01/2022;FEVES SECHES;Casablanca-Settat;10
29/01/2022;POIS CHICHE;Casablanca-Settat;15
29/01/2022;HARICOT SECS;Casablanca-Settat;15
29/01/2022;PETITS POIS SECS;Casablanca-Settat;13
29/01/2022;BLE DUR;Casablanca-Settat;5.5
29/01/2022;MAùS LOCALE;Casablanca-Settat;5
29/01/2022;GRENADES;Casablanca-Settat;3.8
28/01/2022;PETITS POIS SECS;Casablanca-Settat;12
28/01/2022;ORGE IMPORTEE;Casablanca-Settat;3.8
28/01/2022;ORGE LOCALE;Casablanca-Settat;3.7
28/01/2022;LENTILLES;Casablanca-Settat;15
28/01/2022;HARICOT SECS;Casablanca-Settat;18
28/01/2022;DATTES BOUSTHAMI;Casablanca-Settat;30
28/01/2022;FEVES SECHES;Casablanca-Settat;6.5
28/01/2022;FEVEROLES;Casablanca-Settat;6
28/01/2022;BLE TENDRE;Casablanca-Settat;3.5
28/01/2022;BLE DUR;Casablanca-Settat;6
28/01/2022;DATTES BOUFEGOUSS;Casablanca-Settat;80
28/01/2022;MAùS LOCALE;Casablanca-Settat;3.7
28/01/2022;POIS CHICHE;Casablanca-Settat;14
28/01/2022;MAùS IMPORTê;Casablanca-Settat;4
27/01/2022;PAPAYA;Casablanca-Settat;9
27/01/2022;FEVES SECHES;Casablanca-Settat;8
27/01/2022;AUBERGINES;Casablanca-Settat;4.3
27/01/2022;ARTICHAUTS;Casablanca-Settat;6.5
27/01/2022;FRAISES;Casablanca-Settat;22.5
27/01/2022;CHOUX POMMES;Casablanca-Settat;3
27/01/2022;HARICOT SECS;Casablanca-Settat;15
27/01/2022;OIGNONS FRAIS;Casablanca-Settat;1.8
27/01/2022;POIS CHICHE;Casablanca-Settat;13
27/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.3
27/01/2022;CHOUX FLEURS;Casablanca-Settat;2.66
27/01/2022;LENTILLES;Casablanca-Settat;10.5
27/01/2022;CAROTTES;Casablanca-Settat;2.5
27/01/2022;BANANES LOCALES;Casablanca-Settat;6.75
27/01/2022;PETITS POIS SECS;Casablanca-Settat;8
27/01/2022;OIGNONS SECS;Casablanca-Settat;4
27/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.38
27/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.5
27/01/2022;TOMATES;Casablanca-Settat;4.16
27/01/2022;KIWI;Casablanca-Settat;25
27/01/2022;AVOCATS;Casablanca-Settat;12
27/01/2022;NAVETS;Casablanca-Settat;4.5
27/01/2022;BANANES IMPORTES;Casablanca-Settat;12
27/01/2022;MANGUES;Casablanca-Settat;23
27/01/2022;COURGETTES;Casablanca-Settat;3.3
27/01/2022;BLE TENDRE;Casablanca-Settat;3.5
27/01/2022;POMMES LOCALES;Casablanca-Settat;8
27/01/2022;GRENADES;Casablanca-Settat;3.9
27/01/2022;FEVEROLES;Casablanca-Settat;6
27/01/2022;KAKI;Casablanca-Settat;20
27/01/2022;CLEMENTINES;Casablanca-Settat;5
27/01/2022;HARICOTS VERTS;Casablanca-Settat;13
27/01/2022;MAùS LOCALE;Casablanca-Settat;4.2
27/01/2022;FEVES VERTES;Casablanca-Settat;3.5
27/01/2022;POMMES IMPORTES;Casablanca-Settat;22
27/01/2022;ORGE LOCALE;Casablanca-Settat;3.8
27/01/2022;PIMENTS;Casablanca-Settat;10
27/01/2022;ORGE IMPORTEE;Casablanca-Settat;2
27/01/2022;MAùS IMPORTê;Casablanca-Settat;3.5
27/01/2022;CITRONS;Casablanca-Settat;3.3
27/01/2022;PETITS POIS VERTS;Casablanca-Settat;9
27/01/2022;CONCOMBRES;Casablanca-Settat;5.5
27/01/2022;BLE DUR;Casablanca-Settat;4.25
27/01/2022;POIVRONS VERTS;Casablanca-Settat;5.5
27/01/2022;ORANGES;Casablanca-Settat;3
27/01/2022;COINGS;Casablanca-Settat;6.5
26/01/2022;PIMENTS;Casablanca-Settat;9
26/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3
26/01/2022;OIGNONS FRAIS;Casablanca-Settat;2
26/01/2022;CAROTTES;Casablanca-Settat;2.3
26/01/2022;HARICOTS VERTS;Casablanca-Settat;15
26/01/2022;KIWI;Casablanca-Settat;25
26/01/2022;AUBERGINES;Casablanca-Settat;4
26/01/2022;PETITS POIS VERTS;Casablanca-Settat;10
26/01/2022;ORANGES;Casablanca-Settat;2.8
26/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.3
26/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.6
26/01/2022;GRENADES;Casablanca-Settat;3.7
26/01/2022;ARTICHAUTS;Casablanca-Settat;6.25
26/01/2022;COINGS;Casablanca-Settat;6
26/01/2022;CLEMENTINES;Casablanca-Settat;3
26/01/2022;BANANES LOCALES;Casablanca-Settat;6.75
26/01/2022;BANANES IMPORTES;Casablanca-Settat;12
26/01/2022;MANGUES;Casablanca-Settat;23
26/01/2022;NAVETS;Casablanca-Settat;4
26/01/2022;OIGNONS SECS;Casablanca-Settat;3.8
26/01/2022;AVOCATS;Casablanca-Settat;13
26/01/2022;POMMES IMPORTES;Casablanca-Settat;20
26/01/2022;COURGETTES;Casablanca-Settat;3
26/01/2022;TOMATES;Casablanca-Settat;4
26/01/2022;PAPAYA;Casablanca-Settat;8.5
26/01/2022;CONCOMBRES;Casablanca-Settat;5
26/01/2022;POIVRONS VERTS;Casablanca-Settat;5
26/01/2022;FRAISES;Casablanca-Settat;20
26/01/2022;CHOUX POMMES;Casablanca-Settat;3.5
26/01/2022;CITRONS;Casablanca-Settat;3
26/01/2022;CHOUX FLEURS;Casablanca-Settat;3
26/01/2022;FEVES VERTES;Casablanca-Settat;3
26/01/2022;KAKI;Casablanca-Settat;14
26/01/2022;POMMES LOCALES;Casablanca-Settat;8
25/01/2022;MAùS LOCALE;Casablanca-Settat;4.25
25/01/2022;HARICOT SECS;Casablanca-Settat;18
25/01/2022;PETITS POIS SECS;Casablanca-Settat;9
25/01/2022;F‚VE;Casablanca-Settat;7
25/01/2022;FEVES SECHES;Casablanca-Settat;8
25/01/2022;PERSIL;Casablanca-Settat;1.5
25/01/2022;BLE DUR;Casablanca-Settat;4.3
25/01/2022;PERSIL;Casablanca-Settat;1.2
25/01/2022;DATTES NATIONALES;Casablanca-Settat;50
25/01/2022;F‚VE;Casablanca-Settat;6.5
25/01/2022;AILS;Casablanca-Settat;40
25/01/2022;LENTILLES;Casablanca-Settat;11
25/01/2022;BLE TENDRE;Casablanca-Settat;3.25
25/01/2022;DATTES NATIONALES;Casablanca-Settat;30
25/01/2022;ORGE IMPORTEE;Casablanca-Settat;2
25/01/2022;THE VERT;Casablanca-Settat;40
25/01/2022;MAùS IMPORTê;Casablanca-Settat;3.6
25/01/2022;ORGE LOCALE;Casablanca-Settat;4.25
25/01/2022;POIS CHICHE;Casablanca-Settat;13
25/01/2022;AILS;Casablanca-Settat;35
25/01/2022;COSCOUSS;Casablanca-Settat;13
25/01/2022;COSCOUSS;Casablanca-Settat;14
25/01/2022;POIRES;Casablanca-Settat;18
25/01/2022;POIRES;Casablanca-Settat;20
25/01/2022;MENTHE;Casablanca-Settat;1.5
25/01/2022;MENTHE;Casablanca-Settat;1
25/01/2022;PATES ALIMENTAIRES;Casablanca-Settat;16
24/01/2022;PETITS POIS SECS;Casablanca-Settat;12
24/01/2022;POIVRONS VERTS;Casablanca-Settat;5.5
24/01/2022;CITRONS;Casablanca-Settat;3
24/01/2022;POMMES LOCALES;Casablanca-Settat;8.5
24/01/2022;COURGETTES;Casablanca-Settat;3
24/01/2022;KAKI;Casablanca-Settat;15
24/01/2022;ORGE LOCALE;Casablanca-Settat;3.7
24/01/2022;FEVEROLES;Casablanca-Settat;6
24/01/2022;DATTES BOUFEGOUSS;Casablanca-Settat;90
24/01/2022;FEVES SECHES;Casablanca-Settat;7
24/01/2022;TOMATES;Casablanca-Settat;3.33
24/01/2022;HARICOT SECS;Casablanca-Settat;16
24/01/2022;CHOUX POMMES;Casablanca-Settat;3
24/01/2022;NAVETS;Casablanca-Settat;4.5
24/01/2022;PAPAYA;Casablanca-Settat;8.5
24/01/2022;OIGNONS FRAIS;Casablanca-Settat;2
24/01/2022;OIGNONS SECS;Casablanca-Settat;3.8
24/01/2022;ARTICHAUTS;Casablanca-Settat;6
24/01/2022;LENTILLES;Casablanca-Settat;15
24/01/2022;CHOUX FLEURS;Casablanca-Settat;3.33
24/01/2022;AUBERGINES;Casablanca-Settat;4
24/01/2022;CONCOMBRES;Casablanca-Settat;5
24/01/2022;DATTES BOUSTHAMI;Casablanca-Settat;30
24/01/2022;FRAISES;Casablanca-Settat;20
24/01/2022;AVOCATS;Casablanca-Settat;12
24/01/2022;CAROTTES;Casablanca-Settat;2
24/01/2022;MANGUES;Casablanca-Settat;24
24/01/2022;ORANGES;Casablanca-Settat;3
24/01/2022;BANANES IMPORTES;Casablanca-Settat;12.5
24/01/2022;BLE TENDRE;Casablanca-Settat;3.5
24/01/2022;GRENADES;Casablanca-Settat;3.5
24/01/2022;BLE DUR;Casablanca-Settat;6
24/01/2022;PETITS POIS VERTS;Casablanca-Settat;10
24/01/2022;COINGS;Casablanca-Settat;6
24/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.38
24/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.4
24/01/2022;POIS CHICHE;Casablanca-Settat;14
24/01/2022;POMMES IMPORTES;Casablanca-Settat;22
24/01/2022;ORGE IMPORTEE;Casablanca-Settat;3.8
24/01/2022;KIWI;Casablanca-Settat;26
24/01/2022;FEVES VERTES;Casablanca-Settat;3.5
24/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.2
24/01/2022;BANANES LOCALES;Casablanca-Settat;7
24/01/2022;HARICOTS VERTS;Casablanca-Settat;14
24/01/2022;CLEMENTINES;Casablanca-Settat;3.3
24/01/2022;PIMENTS;Casablanca-Settat;10
24/01/2022;MAùS LOCALE;Casablanca-Settat;3.7
24/01/2022;MAùS IMPORTê;Casablanca-Settat;4
22/01/2022;PAPAYA;Casablanca-Settat;10
22/01/2022;FEVES VERTES;Casablanca-Settat;4.5
22/01/2022;CITRONS;Casablanca-Settat;3.5
22/01/2022;HARICOTS VERTS;Casablanca-Settat;15
22/01/2022;HARICOT SECS;Casablanca-Settat;16
22/01/2022;GRENADES;Casablanca-Settat;3.8
22/01/2022;POIVRONS VERTS;Casablanca-Settat;5
22/01/2022;AUBERGINES;Casablanca-Settat;4.5
22/01/2022;POMMES LOCALES;Casablanca-Settat;9.5
22/01/2022;MAùS IMPORTê;Casablanca-Settat;4
22/01/2022;KAKI;Casablanca-Settat;12
22/01/2022;ORGE LOCALE;Casablanca-Settat;3.5
22/01/2022;PETITS POIS VERTS;Casablanca-Settat;9
22/01/2022;POMMES IMPORTES;Casablanca-Settat;20
22/01/2022;BLE DUR;Casablanca-Settat;5
22/01/2022;NAVETS;Casablanca-Settat;5
22/01/2022;COURGETTES;Casablanca-Settat;3.5
22/01/2022;BLE TENDRE;Casablanca-Settat;3.5
22/01/2022;FEVEROLES;Casablanca-Settat;6
22/01/2022;COINGS;Casablanca-Settat;6.5
22/01/2022;CLEMENTINES;Casablanca-Settat;4.5
22/01/2022;FEVES SECHES;Casablanca-Settat;10
22/01/2022;CHOUX POMMES;Casablanca-Settat;3.5
22/01/2022;CONCOMBRES;Casablanca-Settat;5.5
22/01/2022;ORANGES;Casablanca-Settat;1.8
22/01/2022;PIMENTS;Casablanca-Settat;9
22/01/2022;MAùS LOCALE;Casablanca-Settat;5
22/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.6
22/01/2022;AVOCATS;Casablanca-Settat;13
22/01/2022;BANANES LOCALES;Casablanca-Settat;6.5
22/01/2022;CHOUX FLEURS;Casablanca-Settat;3.66
22/01/2022;LENTILLES;Casablanca-Settat;12
22/01/2022;OIGNONS FRAIS;Casablanca-Settat;2
22/01/2022;OIGNONS SECS;Casablanca-Settat;3.6
22/01/2022;KIWI;Casablanca-Settat;25
22/01/2022;FRAISES;Casablanca-Settat;25
22/01/2022;MELONS;Casablanca-Settat;20
22/01/2022;TOMATES;Casablanca-Settat;3
22/01/2022;PETITS POIS SECS;Casablanca-Settat;12
22/01/2022;CAROTTES;Casablanca-Settat;2.3
22/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.1
22/01/2022;BANANES IMPORTES;Casablanca-Settat;12
22/01/2022;MANGUES;Casablanca-Settat;25
22/01/2022;POIS CHICHE;Casablanca-Settat;13
22/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;2.9
22/01/2022;ARTICHAUTS;Casablanca-Settat;7
21/01/2022;ORGE IMPORTEE;Casablanca-Settat;3.8
21/01/2022;DATTES BOUSTHAMI;Casablanca-Settat;30
20/01/2022;POIS CHICHE;Casablanca-Settat;11.5
20/01/2022;MAùS LOCALE;Casablanca-Settat;4.25
20/01/2022;AUBERGINES;Casablanca-Settat;4.5
20/01/2022;POMMES IMPORTES;Casablanca-Settat;21
20/01/2022;HARICOTS VERTS;Casablanca-Settat;15
20/01/2022;PETITS POIS VERTS;Casablanca-Settat;7
20/01/2022;GRENADES;Casablanca-Settat;3.5
20/01/2022;BLE TENDRE;Casablanca-Settat;3.5
20/01/2022;BLE DUR;Casablanca-Settat;4.5
20/01/2022;FRAISES;Casablanca-Settat;25
20/01/2022;MANGUES;Casablanca-Settat;24
20/01/2022;MAùS IMPORTê;Casablanca-Settat;3.5
20/01/2022;PIMENTS;Casablanca-Settat;9
20/01/2022;CLEMENTINES;Casablanca-Settat;4
20/01/2022;BANANES LOCALES;Casablanca-Settat;6.25
20/01/2022;CAROTTES;Casablanca-Settat;2
20/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.2
20/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.38
20/01/2022;COINGS;Casablanca-Settat;5.5
20/01/2022;BANANES IMPORTES;Casablanca-Settat;11.5
20/01/2022;OIGNONS SECS;Casablanca-Settat;3.5
20/01/2022;OIGNONS FRAIS;Casablanca-Settat;1.7
20/01/2022;POIVRONS VERTS;Casablanca-Settat;4.5
20/01/2022;FEVES SECHES;Casablanca-Settat;9
20/01/2022;CHOUX FLEURS;Casablanca-Settat;3.33
20/01/2022;PETITS POIS SECS;Casablanca-Settat;8
20/01/2022;CITRONS;Casablanca-Settat;4.5
20/01/2022;CONCOMBRES;Casablanca-Settat;5
20/01/2022;LENTILLES;Casablanca-Settat;9
20/01/2022;HARICOT SECS;Casablanca-Settat;17
20/01/2022;NAVETS;Casablanca-Settat;4.5
20/01/2022;PAPAYA;Casablanca-Settat;9.5
20/01/2022;CHOUX POMMES;Casablanca-Settat;3
20/01/2022;TOMATES;Casablanca-Settat;2.5
20/01/2022;AVOCATS;Casablanca-Settat;12
20/01/2022;MELONS;Casablanca-Settat;19
20/01/2022;ORANGES;Casablanca-Settat;2
20/01/2022;COURGETTES;Casablanca-Settat;3
20/01/2022;KIWI;Casablanca-Settat;26
20/01/2022;POMMES LOCALES;Casablanca-Settat;10
20/01/2022;KAKI;Casablanca-Settat;12
20/01/2022;ORGE LOCALE;Casablanca-Settat;3.7
20/01/2022;ARTICHAUTS;Casablanca-Settat;5.5
20/01/2022;FEVEROLES;Casablanca-Settat;6.5
20/01/2022;ORGE IMPORTEE;Casablanca-Settat;2
20/01/2022;FEVES VERTES;Casablanca-Settat;4.5
20/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3
19/01/2022;PAPAYA;Casablanca-Settat;10
19/01/2022;FRAISES;Casablanca-Settat;22.5
19/01/2022;POMMES LOCALES;Casablanca-Settat;9
19/01/2022;GRENADES;Casablanca-Settat;3.9
19/01/2022;AVOCATS;Casablanca-Settat;13
19/01/2022;KAKI;Casablanca-Settat;18
19/01/2022;CITRONS;Casablanca-Settat;3
19/01/2022;BANANES IMPORTES;Casablanca-Settat;12
19/01/2022;BANANES LOCALES;Casablanca-Settat;6.5
19/01/2022;MANGUES;Casablanca-Settat;24
19/01/2022;KIWI;Casablanca-Settat;31
19/01/2022;POMMES IMPORTES;Casablanca-Settat;20
19/01/2022;COINGS;Casablanca-Settat;5.5
19/01/2022;ORANGES;Casablanca-Settat;2.5
19/01/2022;CLEMENTINES;Casablanca-Settat;3.5
19/01/2022;MELONS;Casablanca-Settat;18.5
19/01/2022;CONCOMBRES;Casablanca-Settat;5.5
19/01/2022;TOMATES;Casablanca-Settat;2.5
19/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.4
19/01/2022;HARICOTS VERTS;Casablanca-Settat;11
19/01/2022;PIMENTS;Casablanca-Settat;8
19/01/2022;PETITS POIS VERTS;Casablanca-Settat;8
19/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.15
19/01/2022;ARTICHAUTS;Casablanca-Settat;5
19/01/2022;FEVEROLES;Casablanca-Settat;6
19/01/2022;OIGNONS FRAIS;Casablanca-Settat;1.8
19/01/2022;COURGETTES;Casablanca-Settat;3
19/01/2022;NAVETS;Casablanca-Settat;5.5
19/01/2022;CAROTTES;Casablanca-Settat;2.5
19/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.3
19/01/2022;POIVRONS VERTS;Casablanca-Settat;4.5
19/01/2022;HARICOT SECS;Casablanca-Settat;15
19/01/2022;FEVES VERTES;Casablanca-Settat;3.5
19/01/2022;CHOUX FLEURS;Casablanca-Settat;2.66
